state,lat,p,c,borough,city,country_code,country,postcode,col,display_name,lng,suburb,d,city_district
Střední Morava,49.21056,0.0,Benzina,,,cz,Česko,765 02,black,"Benzina - Otrokovice, tř. Tomáše Bati, Otrokovice, okres Zlín, Zlínský kraj, Střední Morava, 765 02, Česko",17.51724,Otrokovice,,
Severozápad,50.31668,37.9,Orlen,,,cz,Česko,363 01,#009900,"Orlen, Jáchymovská, Ostrov nad Ohří, Ostrov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 363 01, Česko",12.94548,Ostrov nad Ohří,před 4 dny,
Jihovýchod,49.32766,0.0,Orlen,,,cz,Česko,679 22,black,"43, Lipůvka, okres Blansko, Jihomoravský kraj, Jihovýchod, 679 22, Česko",16.55374,Lipůvka,,
,49.40275,0.0,Orlen,,,cz,Česko,390 02,black,"Benzina - Tábor, Měšice, Pelhřimovská, Na kopečku, Tábor, okres Tábor, 390 02, Česko",14.69262,Tábor,,
Severovýchod,50.16495,39.5,Orlen,,,cz,Česko,516 01,#009900,"322, Jiráskova, Rychnov nad Kněžnou, Lipovka, Rychnov nad Kněžnou, okres Rychnov nad Kněžnou, Královéhradecký kraj, Severovýchod, 516 01, Česko",16.27174,Rychnov nad Kněžnou,Včera,
Severozápad,50.38891,0.0,Orlen,,,cz,Česko,431 51,black,"Benzina, Osvobozená, Horní Miřetice, Miřetice u Klášterce nad Ohří, Klášterec nad Ohří, okres Chomutov, Ústecký kraj, Severozápad, 431 51, Česko",13.19508,Miřetice u Klášterce nad Ohří,,
Střední Čechy,50.08672,37.9,ORLEN,,,cz,Česko,273 51,#009900,"101, Unhošť, okres Kladno, Střední Čechy, 273 51, Česko",14.14174,Unhošť,Dnes,
Severovýchod,50.56495,0.0,Benzina,,,cz,Česko,541 01,black,"Benzina - Trutnov, Polská, Polská, Dolní Předměstí, Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 541 01, Česko",15.92315,Dolní Předměstí,,
Severozápad,50.36011,0.0,Orlen,,,cz,Česko,439 01,black,"Stop Cafe, Husova, Kotěrova kolonie, Louny, okres Louny, Ústecký kraj, Severozápad, 439 01, Česko",13.82481,Louny,,
Jihovýchod,49.53841,39.5,Orlen,,,cz,Česko,396 01,#009900,"1540, 5. května, Humpolec, Vilémov, Humpolec, okres Pelhřimov, Kraj Vysočina, Jihovýchod, 396 01, Česko",15.36754,Humpolec,před 6 dny,
Moravskoslezsko,49.93503,39.5,Orlen,,,cz,Česko,747 05,#999900,"Orlen, Těšínská, Předměstí, Opava-Předměstí, Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 747 05, Česko",17.91298,Předměstí,před 7 dny,
Praha,50.06411,41.9,Benzina,,Hlavní město Praha,cz,Česko,100 31,#009900,"Orlen, 1545, Průběžná, Strašnice, Praha, obvod Praha 10, Hlavní město Praha, Praha, 100 31, Česko",14.50413,Strašnice,Předevčírem,obvod Praha 10
,49.40862,0.0,Orlen ,,,cz,Česko,339 01,black,"Benzina - Klatovy, Plzeňská, Plzeňská, Klatovy II, Klatovy, okres Klatovy, Plzeňský kraj, 339 01, Česko",13.29425,Klatovy II,,
Jihovýchod,49.1485,0.0,Benzina,,,cz,Česko,684 01,black,"Benzina, Hodějice, 50, Hodějice, okres Vyškov, Jihomoravský kraj, Jihovýchod, 684 01, Česko",16.92191,Hodějice,,
,49.13572,0.0,Orlen,,,cz,Česko,377 01,black,"34, Jindřichův Hradec III, Jindřichův Hradec, okres Jindřichův Hradec, 377 01, Česko",15.01902,Jindřichův Hradec III,,
Severozápad,50.07276,0.0,Orlen,,,cz,Česko,335 02,black,"Orlen, Vrbenského, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 335 02, Česko",12.36112,Cheb,,
,49.39504,0.0,Orlen,,,cz,Česko,390 05,black,"McDonald's, Soběslavská, sídliště Nad Lužnicí, Tábor, okres Tábor, 390 05, Česko",14.68768,sídliště Nad Lužnicí,,
Střední Čechy,50.00352,0.0,Orlen ,,,cz,Česko,251 01,black,"Černokostelecká, Radošovice, Říčany-Radošovice, Říčany, okres Praha-východ, Střední Čechy, 251 01, Česko",14.66017,Radošovice,,
Severovýchod,49.71515,0.0,Orlen ,,,cz,Česko,569 01,black,"ORLEN, 43, Hradec nad Svitavou, okres Svitavy, Pardubický kraj, Severovýchod, 569 01, Česko",16.48609,Hradec nad Svitavou,,
Jihovýchod,49.35959,39.9,Orlen,,,cz,Česko,678 01,#009900,"Benzina, Svitavská, Staré Blansko, Blansko, okres Blansko, Jihomoravský kraj, Jihovýchod, 678 01, Česko",16.64243,Blansko,Včera,
,49.01461,0.0,Orlen ,,,cz,Česko,378 33,black,"380, Vídeňská, Nová Bystřice, Albeř, Nová Bystřice, okres Jindřichův Hradec, 378 33, Česko",15.11319,Nová Bystřice,,
,49.06683,0.0,Orlen ,,,cz,Česko,385 01,black,"Orlen, 534, 1. máje, Vimperk II, Vimperk, Boubská, Vimperk, okres Prachatice, 385 01, Česko",13.78198,Vimperk II,,
Praha,50.10904,0.0,Benzina,,Hlavní město Praha,cz,Česko,194 00,black,"Autocentrum Dojáček, Kolbenova, Hloubětín, Praha, obvod Praha 9, Hlavní město Praha, Praha, 194 00, Česko",14.54292,Hloubětín,,obvod Praha 9
Severovýchod,50.08165,39.5,Orlen,,,cz,Česko,561 69,#999900,"998, Králíky, okres Ústí nad Orlicí, Pardubický kraj, Severovýchod, 561 69, Česko",16.76118,,před 9 dny,
Jihovýchod,48.88969,0.0,Benzina,,,cz,Česko,696 65,black,"Stop Cafe, 55, Strážnice na Moravě, Strážnice, okres Hodonín, Jihomoravský kraj, Jihovýchod, 696 65, Česko",17.29356,Strážnice na Moravě,,
Severozápad,50.31647,0.0,Orlen,,,cz,Česko,362 22,black,"Orlen, 220, Pozorka u Nejdku, Pozorka, Nejdek, okres Karlovy Vary, Karlovarský kraj, Severozápad, 362 22, Česko",12.75219,Pozorka u Nejdku,,
Severozápad,50.66269,39.5,Orlen,,Ústí nad Labem,cz,Česko,400 07,#009900,"Benzina Ústí nad Labem, Přístavní, Přístavní, Krásné Březno-Nový Svět, Krásné Březno, Ústí nad Labem, okres Ústí nad Labem, Ústecký kraj, Severozápad, 400 07, Česko",14.07181,Krásné Březno,Včera,
Severovýchod,50.8135,0.0,Orlen,,,cz,Česko,463 31,black,"Orlen, 13;35, Dolní Chrastava, Horní Chrastava, Chrastava, okres Liberec, Liberecký kraj, Severovýchod, 463 31, Česko",14.96276,Dolní Chrastava,,
,49.80699,0.0,Orlen,,,cz,Česko,347 01,black,"Stop Cafe, Sokolovská, Tachov, Vítkov, Tachov, okres Tachov, Plzeňský kraj, 347 01, Česko",12.64347,Tachov,,
Střední Morava,49.29377,0.0,ValaTrans,,,cz,Česko,756 31,black,"483, Liptál, okres Vsetín, Zlínský kraj, Střední Morava, 756 31, Česko",17.93573,,,
,49.05296,37.9,BENZINA,,,cz,Česko,384 11,#009900,"Penny, 145, Netolice, Petrův Dvůr, Netolice, okres Prachatice, 384 11, Česko",14.18937,Netolice,před 3 dny,
,49.19112,39.9,Benzina,,,cz,Česko,683 01,#009900,"Benzina, Slavkovská, Rousínovec, Rousínov u Vyškova, Rousínov, okres Vyškov, Jihomoravský kraj, 683 01, Česko",16.87921,Rousínovec,Včera,
Moravskoslezsko,49.92725,0.0,Benzina,,,cz,Česko,746 91,black,"Orlen, Hradecká, Opava-Předměstí, Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 746 91, Česko",17.89879,Opava-Předměstí,,
Moravskoslezsko,49.78178,39.9,Benzina,,Ostrava,cz,Česko,700 30,#999900,"Horní, Bělský Les, Hrabůvka, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 700 30, Česko",18.2534,Bělský Les,před 9 dny,
,49.99056,0.0,Orlen ,,,cz,Česko,331 41,black,"Benzina, Žatecká, Kralovice u Rakovníka, Kralovice, okres Plzeň-sever, Plzeňský kraj, 331 41, Česko",13.48838,Kralovice u Rakovníka,,
Severozápad,50.41064,0.0,Orlen,,,cz,Česko,413 01,black,"2496, Žižkova, Roudnice nad Labem, Podlusky, Roudnice nad Labem, okres Litoměřice, Ústecký kraj, Severozápad, 413 01, Česko",14.24322,Roudnice nad Labem,,
Střední Čechy,49.94737,40.5,Orlen,,,cz,Česko,284 01,#999900,"939, Kouřimská, Žižkov, Kutná Hora, okres Kutná Hora, Střední Čechy, 284 01, Česko",15.25502,Žižkov,před 7 dny,
Severozápad,50.45986,0.0,Orlen,,,cz,Česko,430 01,black,"Benzina - Chomutov, V Alejích, 13, Chomutov I, Chomutov, okres Chomutov, Ústecký kraj, Severozápad, 430 01, Česko",13.40346,Chomutov I,,
,48.84662,0.0,Orlen,,,cz,Česko,669 02,black,"Stop Cafe, Vídeňská třída, Znojmo-město, Znojmo, okres Znojmo, Jihomoravský kraj, 669 02, Česko",16.05712,Znojmo-město,,
Střední Čechy,50.13309,0.0,Orlen,,,cz,Česko,289 12,black,"Orlen, Poděbradská, Sadská, okres Nymburk, Střední Čechy, 289 12, Česko",14.97372,Sadská,,
Jihovýchod,49.27058,0.0,Benzina,,,cz,Česko,664 83,black,"Orlen, D1, Přibyslavice u Velké Bíteše, Přibyslavice, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 664 83, Česko",16.2792,Přibyslavice u Velké Bíteše,,
Moravskoslezsko,49.60736,41.5,Benzina,,,cz,Česko,742 42,#009900,"664, Suvorovova, Nový Jičín-Dolní Předměstí, Nový Jičín, okres Nový Jičín, Moravskoslezský kraj, Moravskoslezsko, 742 42, Česko",18.02994,Nový Jičín-Dolní Předměstí,Dnes,
Jihovýchod,49.55417,38.9,Orlen,,,cz,Česko,591 01,#009900,"1145/24, Jihlavská, Žďár nad Sázavou 1, Město Žďár, Radonín, Žďár nad Sázavou, okres Žďár nad Sázavou, Kraj Vysočina, Jihovýchod, 591 01, Česko",15.94641,Žďár nad Sázavou 1,Předevčírem,
Severozápad,50.49888,0.0,Orlen,,,cz,Česko,431 11,black,"1777, Dvořákova, Nové Vinařice, Jirkov, okres Chomutov, Ústecký kraj, Severozápad, 431 11, Česko",13.44456,Nové Vinařice,,
Severozápad,50.78506,39.5,Orlen,,,cz,Česko,405 02,#009900,"Benzina, Děčín Kamenická, 1436/219, Kamenická, Nové Město, Děčín, Folknáře, Děčín, okres Děčín, Ústecký kraj, Severozápad, 405 02, Česko",14.24065,Nové Město,Předevčírem,
Severozápad,50.1226,39.5,Orlen,,,cz,Česko,351 01,#009900,"Stop Cafe, 21, Aleje-Zátiší, Františkovy Lázně, okres Cheb, Karlovarský kraj, Severozápad, 351 01, Česko",12.36856,Aleje-Zátiší,Dnes,
Severozápad,50.5195,0.0,Orlen,,,cz,Česko,410 02,black,"1233, Lovosice, okres Litoměřice, Ústecký kraj, Severozápad, 410 02, Česko",14.04797,,,
,48.90629,44.9,Benzina,,,cz,Česko,691 68,#999900,"Starovičky, D2, Starovičky, okres Břeclav, Jihomoravský kraj, 691 68, Česko",16.78355,Starovičky,před 8 dny,
Severozápad,50.914,0.0,Benzina,,,cz,Česko,407 52,black,"529, Studánka, Varnsdorf, okres Děčín, Ústecký kraj, Severozápad, 407 52, Česko",14.56644,,,
,49.7441,39.5,Orlen,,,cz,Česko,337 01,#009900,"1200, Pražská, Střed, Rokycany, okres Rokycany, Plzeňský kraj, 337 01, Česko",13.60892,Střed,Dnes,
,49.01269,0.0,Orlen,,,cz,Česko,383 01,black,"Stop Cafe, Nebahovská, Prachatice I, Prachatice, okres Prachatice, 383 01, Česko",14.00478,Prachatice I,,
Severovýchod,49.90544,39.9,Orlen,,,cz,Česko,538 51,#009900,"Benzina - Chrast U Chrudimě, Tyršova, Chrast, okres Chrudim, Pardubický kraj, Severovýchod, 538 51, Česko",15.92274,Chrast,před 4 dny,
,49.52204,0.0,Orlen ,,,cz,Česko,396 01,black,"Benzina, 19;34;347, Vystrkov u Humpolce, Vystrkov, okres Pelhřimov, Kraj Vysočina, 396 01, Česko",15.34761,Vystrkov u Humpolce,,
Severovýchod,50.36195,0.0,Orlen,,,cz,Česko,508 01,black,"ev.126, Klicperova, Hořice v Podkrkonoší, Hořice, okres Jičín, Královéhradecký kraj, Severovýchod, 508 01, Česko",15.62489,Hořice v Podkrkonoší,,
Praha,50.12281,0.0,MOL,,Hlavní město Praha,cz,Česko,191 00,black,"MOL, Kbelská, Klíčov, Vysočany, Praha, obvod Praha 9, Hlavní město Praha, Praha, 191 00, Česko",14.51318,Vysočany,,obvod Praha 9
Střední Čechy,50.19095,0.0,Benzina,,,cz,Česko,250 02,black,"Benzina, Kostelecká, Brandýs nad Labem, Brandýs nad Labem-Stará Boleslav, okres Praha-východ, Střední Čechy, 250 02, Česko",14.64666,Brandýs nad Labem,,
Severovýchod,50.76556,0.0,ORLEN,,,cz,Česko,473 01,black,"Benzina - Nový Bor, B. Egermanna, Arnultovice, Arnultovice u Nového Boru, Nový Bor, okres Česká Lípa, Liberecký kraj, Severovýchod, 473 01, Česko",14.54172,Arnultovice,,
Střední Čechy,50.40426,0.0,Orlen,,,cz,Česko,277 21,black,"Benzina, Pražská, Liběchov, okres Mělník, Střední Čechy, 277 21, Česko",14.44844,Liběchov,,
Jihovýchod,49.31219,0.0,Benzina,,,cz,Česko,664 23,black,"Benzina, 38529, Čebín, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 664 23, Česko",16.48654,Čebín,,
Severozápad,50.63031,39.9,Orlen,,,cz,Česko,415 01,#009900,"Benzina plus, 8, Prosetice, Teplice, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.84313,Prosetice,před 3 dny,
Moravskoslezsko,49.79026,0.0,Benzina,,,cz,Česko,736 01,black,"Stop Cafe, Železničářů, Havířov-město, Havířov, okres Karviná, Moravskoslezský kraj, Moravskoslezsko, 736 01, Česko",18.41109,Havířov-město,,
Severozápad,50.64822,39.5,Orlen,,,cz,Česko,415 01,#999900,"3095, Dubská, Teplice, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.81498,Teplice,před 7 dny,
Jihovýchod,49.20963,39.2,Orlen ,,,cz,Česko,675 71,#009900,"Benzina - Stop Cafe, Třebíčská, Náměšť nad Oslavou, okres Třebíč, Kraj Vysočina, Jihovýchod, 675 71, Česko",16.14383,Náměšť nad Oslavou,Dnes,
Střední Čechy,49.79467,0.0,Orlen,,,cz,Česko,255 98,black,"Orlen, 3, Benešov u Prahy, Pomněnice, Benešov, okres Benešov, Střední Čechy, 255 98, Česko",14.67919,Benešov u Prahy,,
Severovýchod,50.13729,0.0,Orlen ,,,cz,Česko,503 26,black,"D11, Osice, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 503 26, Česko",15.69857,Osice,,
Střední Čechy,50.35657,0.0,Benzina,,,cz,Česko,276 01,black,"Mělník, okres Mělník, Střední Čechy, 276 01, Česko",14.48591,Mělník,,
,49.4196,0.0,Benzina,,,cz,Česko,,black,"189, Lísková, Lísková u Nemanic, Nemanice, okres Domažlice, Plzeňský kraj, Česko",12.71886,Lísková u Nemanic,,
Střední Čechy,49.53373,0.0,Orlen,,,cz,Česko,391 36,black,"Mitrovice, D3, Mitrovice, Mezno, okres Benešov, Střední Čechy, 391 36, Česko",14.6637,Mitrovice,,
Jihovýchod,48.94267,0.0,Benzina,,,cz,Česko,696 12,black,"Stop Cafe, Brněnská, Hovorany, okres Hodonín, Jihomoravský kraj, Jihovýchod, 696 12, Česko",16.98606,Hovorany,,
Moravskoslezsko,49.94659,0.0,Benzina,,,cz,Česko,746 01,black,"Krnovská, Předměstí, Opava-Předměstí, Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 746 01, Česko",17.88438,Předměstí,,
Střední Morava,49.36302,38.5,TAM,,,cz,Česko,756 23,#009900,"437, Vsetín, okres Vsetín, Zlínský kraj, Střední Morava, 756 23, Česko",17.95952,Vsetín,před 6 dny,
Severovýchod,50.24071,0.0,Orlen,,,cz,Česko,504 01,black,"Benzina - Nový Bydžov, Dukelská třída, Nový Bydžov, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 504 01, Česko",15.50067,Nový Bydžov,,
Jihozápad,48.82089,0.0,Benzina,,,cz,Česko,382 32,black,"Stop Cafe, 3, Velešín, okres Český Krumlov, Jihočeský kraj, Jihozápad, 382 32, Česko",14.45881,Velešín,,
Střední Čechy,49.75322,44.5,Orlen,,,cz,Česko,285 09,#009900,"D1, Střechov nad Sázavou, Trhový Štěpánov, okres Benešov, Střední Čechy, 285 09, Česko",15.02243,,před 3 dny,
Severozápad,50.45821,0.0,Orlen ,,,cz,Česko,430 03,black,"Benzina - Chomutov, Černovická, Černovická, Chomutov II, Chomutov, okres Chomutov, Ústecký kraj, Severozápad, 430 03, Česko",13.38824,Chomutov II,,
Střední Morava,49.09356,0.0,Benzina,,,cz,Česko,763 26,black,"981, Uherskobrodská, Luhačovice, okres Zlín, Zlínský kraj, Střední Morava, 763 26, Česko",17.74357,Luhačovice,,
Střední Čechy,50.10573,0.0,Benzina,,,cz,Česko,273 61,black,"Velká Dobrá, D6, Velká Dobrá, okres Kladno, Střední Čechy, 273 61, Česko",14.0707,Velká Dobrá,,
,48.95177,39.9,Benzina,,České Budějovice,cz,Česko,370 01,#009900,"Benzina, Lidická třída, České Budějovice 7, České Budějovice, okres České Budějovice, 370 01, Česko",14.466,České Budějovice 7,před 3 dny,
,49.26348,0.0,Benzina,,,cz,Česko,386 01,black,"Benzina Katovická, Katovická, Strakonice I, Strakonice, okres Strakonice, 386 01, Česko",13.88958,Strakonice I,,
Střední Morava,49.0415,39.5,Benzina,,,cz,Česko,687 33,#009900,"Benzina - Drslavice, 50, Drslavice, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 687 33, Česko",17.59215,Drslavice,před 5 dny,
Severovýchod,50.58772,0.0,RoBiN OIL,,,cz,Česko,511 01,black,"182, Palackého, Konělupy, Turnov, okres Semily, Liberecký kraj, Severovýchod, 511 01, Česko",15.1479,Turnov,,
Jihovýchod,49.38119,0.0,Orlen,,Jihlava,cz,Česko,586 01,black,"4715/90, Znojemská, Brtnické předměstí, Jihlava, okres Jihlava, Kraj Vysočina, Jihovýchod, 586 01, Česko",15.59218,Brtnické předměstí,,
,49.05168,0.0,Neznámá,,,cz,Česko,373 41,black,"105, Hluboká nad Vltavou, okres České Budějovice, 373 41, Česko",14.43064,Hluboká nad Vltavou,,
Severozápad,51.00263,37.7,Orlen ,,,cz,Česko,407 77,#009900,"1091, Rumburská, Šluknov, okres Děčín, Ústecký kraj, Severozápad, 407 77, Česko",14.46445,Šluknov,Včera,
Střední Čechy,50.20066,0.0,HERST,,,cz,Česko,250 63,black,"Herst, Kostelecká, Mratín, okres Praha-východ, Střední Čechy, 250 63, Česko",14.54626,Mratín,,
,49.61815,0.0,Orlen,,,cz,Česko,580 01,black,"Benzina Havl. Brod, U Cihláře, Havlíčkův Brod, okres Havlíčkův Brod, Kraj Vysočina, 580 01, Česko",15.57435,Havlíčkův Brod,,
,49.75035,0.0,Orlen,,Plzeň,cz,Česko,301 52,black,"Benzina plus Plzeň, Letná, Těšínská, Plzeň 4, Plzeň, okres Plzeň-město, Plzeňský kraj, 301 52, Česko",13.40399,Plzeň 4,,Plzeň 4
Praha,50.00929,0.0,Orlen,,Hlavní město Praha,cz,Česko,252 43,black,"PKW, Újezd u Průhonic, Praha, obvod Praha 4, Hlavní město Praha, Praha, 252 43, Česko",14.54245,Újezd u Průhonic,,obvod Praha 4
Severovýchod,50.20461,0.0,II/299 Jindřich Fryš,,,cz,Česko,503 46,black,"1245, Severní, Třebechovice pod Orebem, Krňovice, Třebechovice pod Orebem, okres Hradec Králové, Královéhradecký kraj, Severovýchod, 503 46, Česko",15.98765,Třebechovice pod Orebem,,
Praha,50.03312,0.0,Orlen,,Hlavní město Praha,cz,Česko,147 00,black,"LKW - TRUCK - TIR, Jiráskova čtvrť, Braník, Praha, obvod Praha 4, Hlavní město Praha, Praha, 147 00, Česko",14.42417,Braník,,obvod Praha 4
Praha,50.08279,41.9,Orlen,,Hlavní město Praha,cz,Česko,130 00,#999900,"Orlen, Olšanská, Žižkov, Praha, obvod Praha 3, Hlavní město Praha, Praha, 130 00, Česko",14.4622,Žižkov,před 9 dny,obvod Praha 3
Střední Čechy,49.99262,0.0,Orlen,,,cz,Česko,281 63,black,"Orlen, Pražská, Kostelec nad Černými lesy, okres Praha-východ, Střední Čechy, 281 63, Česko",14.84401,Kostelec nad Černými lesy,,
Region Hovedstaden,55.09761,0.0,Neznáma,,,dk,Danmark,3700,black,"99, Zahrtmannsvej, Rønne, Bornholms Regionskommune, Region Hovedstaden, 3700, Danmark",14.7122,,,
Moravskoslezsko,49.58437,0.0,Benzina,,,cz,Česko,739 11,black,"Stop Cafe, Hlavní, Frýdlant, Frýdlant nad Ostravicí, okres Frýdek-Místek, Moravskoslezský kraj, Moravskoslezsko, 739 11, Česko",18.35955,Frýdlant,,
Jihovýchod,49.13514,37.9,Orlen,,,cz,Česko,664 42,#009900,"Orlen, 744, U Dálnice, Modřice, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 664 42, Česko",16.63241,Modřice,před 6 dny,
Jihovýchod,48.86635,0.0,Orlen,,,cz,Česko,671 61,black,"53, Bantice, okres Znojmo, Jihomoravský kraj, Jihovýchod, 671 61, Česko",16.17801,Bantice,,
Střední Morava,49.47539,39.9,Benzina,,,cz,Česko,798 11,#009900,"Benzina - Přerov, Vrahovická, Vrahovická, Prostějov, okres Prostějov, Olomoucký kraj, Střední Morava, 798 11, Česko",17.13107,Prostějov,před 5 dny,
Severozápad,50.51798,0.0,Orlen,,,cz,Česko,412 01,black,"2097/25, Želetická, Litoměřice, okres Litoměřice, Ústecký kraj, Severozápad, 412 01, Česko",14.13743,Litoměřice,,
Střední Morava,49.02567,38.8,ORLEN,,,cz,Česko,688 01,#009900,"Močidla, Uherský Brod, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 688 01, Česko",17.66042,Uherský Brod,Předevčírem,
,49.75493,39.5,Orlen,,Plzeň,cz,Česko,322 00,#009900,"Benzina Plzeň, Křimice, Chebská, Křimice, Plzeň 5-Křimice, Plzeň, okres Plzeň-město, Plzeňský kraj, 322 00, Česko",13.31076,Křimice,před 5 dny,Plzeň 5-Křimice
Moravskoslezsko,49.66781,39.9,Benzina,,,cz,Česko,738 01,#009900,"Orlen, Beskydská, Místek, Frýdek-Místek, okres Frýdek-Místek, Moravskoslezský kraj, Moravskoslezsko, 738 01, Česko",18.34655,Místek,před 6 dny,
Severovýchod,50.73381,39.5,Orlen ,,,cz,Česko,466 02,#009900,"4525/33, Březová, Jablonec nad Nisou, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 466 02, Česko",15.18364,Jablonec nad Nisou,Předevčírem,
Střední Morava,49.58513,41.5,Benzina,,Olomouc,cz,Česko,749 00,#009900,"Benzina, Frištenského, Neředín, Olomouc, okres Olomouc, Olomoucký kraj, Střední Morava, 749 00, Česko",17.22674,Neředín,před 3 dny,
Severovýchod,50.75653,40.5,Orlen,,Liberec,cz,Česko,460 12,#999999,"Orlen, Nákladní, U Nisy, Horní Růžodol, Liberec, okres Liberec, Liberecký kraj, Severovýchod, 460 12, Česko",15.05181,Horní Růžodol,před 10 dny,
,48.77051,0.0,Benzina,,,cz,Česko,378 10,black,"Stop Cafe, Revoluční, České Velenice, okres Jindřichův Hradec, 378 10, Česko",14.95801,České Velenice,,
Praha,50.0589,42.9,Benzina,,Hlavní město Praha,cz,Česko,106 00,#999900,"Orlen, Žirovnická, Záběhlice, Praha, obvod Praha 10, Hlavní město Praha, Praha, 106 00, Česko",14.48946,Záběhlice,před 8 dny,obvod Praha 10
Severovýchod,50.57143,0.0,Orlen,,,cz,Česko,541 01,black,"Auto Trutnov s.r.o., Krkonošská, Dolní Staré Město, Volanov, Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 541 01, Česko",15.89473,Dolní Staré Město,,
Praha,50.10377,0.0,Orlen,,Hlavní město Praha,cz,Česko,194 00,black,"Benzina - Poděbradská, Poděbradská, Kejřův Mlýn, Hloubětín, Praha, obvod Praha 9, Hlavní město Praha, Praha, 194 00, Česko",14.52725,Hloubětín,,obvod Praha 9
,49.16557,0.0,ORLEN,,Brno,cz,Česko,617 00,black,"Benzina - Brno, Kaštanová, Kaštanová, Horní Heršpice, Brno, okres Brno-město, Jihomoravský kraj, 617 00, Česko",16.62979,Horní Heršpice,,
Střední Čechy,50.43268,40.9,ORLEN ,,,cz,Česko,293 06,#009900,"Stop Cafe, Průmyslová, Kosmonosy, okres Mladá Boleslav, Střední Čechy, 293 06, Česko",14.92565,Kosmonosy,před 5 dny,
Střední Morava,50.22011,0.0,Orlen,,,cz,Česko,790 01,black,"ORLEN Jeseník, 60, Jeseník, okres Jeseník, Olomoucký kraj, Střední Morava, 790 01, Česko",17.19047,Jeseník,,
,49.67654,0.0,Orlen,,,cz,Česko,321 00,black,"Šlovice, D5, km 83.8 (L), D5, Šlovice u Plzně, Šlovice, Dobřany, okres Plzeň-jih, Plzeňský kraj, 321 00, Česko",13.32492,Šlovice u Plzně,,
Praha,50.07687,41.9,ORLEN,,Hlavní město Praha,cz,Česko,163 00,#009900,"Orlen, 97, Karlovarská, Řepy, Praha, obvod Praha 6, Hlavní město Praha, Praha, 163 00, Česko",14.30584,Řepy,před 3 dny,obvod Praha 6
,49.18705,39.5,Orlen ,,,cz,Česko,588 56,#009900,"Na Sádkách, Vnitřní Město, Telč, okres Jihlava, Kraj Vysočina, 588 56, Česko",15.44843,Vnitřní Město,před 3 dny,
Střední Čechy,49.71228,0.0,Orlen,,,cz,Česko,262 11,black,"Benzina, D4, Drásov u Příbramě, Skalka, Drásov, okres Příbram, Střední Čechy, 262 11, Česko",14.09761,Drásov u Příbramě,,
Jihovýchod,49.34201,39.5,Benzina,,,cz,Česko,666 01,#009900,"Benzina, 385, Tišnov, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 666 01, Česko",16.41795,Tišnov,před 5 dny,
województwo dolnośląskie,50.91388,0.0,Orlen ,,,pl,Polska,52-920,black,"Kurzańska, Bogatynia, gmina Bogatynia, powiat zgorzelecki, województwo dolnośląskie, 52-920, Polska",14.95527,,,
Jihovýchod,49.05697,39.5,Orlen ,,,cz,Česko,676 02,#009900,"Stop Cafe, 1039, Pražská, Moravské Budějovice, okres Třebíč, Kraj Vysočina, Jihovýchod, 676 02, Česko",15.80393,Moravské Budějovice,před 5 dny,
,48.90684,40.5,Orlen,,,cz,Česko,671 51,#009900,"38, Mramotice, Znojmo, okres Znojmo, Jihomoravský kraj, 671 51, Česko",15.9747,Mramotice,před 3 dny,
Jihovýchod,49.55862,0.0,Orlen,,,cz,Česko,592 31,black,"255, Brněnská, Nové Město na Moravě, Petrovice, Nové Město na Moravě, okres Žďár nad Sázavou, Kraj Vysočina, Jihovýchod, 592 31, Česko",16.07459,Nové Město na Moravě,,
Střední Čechy,49.92662,39.9,Orlen,,,cz,Česko,252 29,#009900,"ORLEN, 1078, Pražská, Dobřichovice, okres Praha-západ, Střední Čechy, 252 29, Česko",14.26916,Dobřichovice,před 4 dny,
,49.39128,0.0,Orlen,,Jihlava,cz,Česko,586 01,black,"35, Hosov, Jihlava, okres Jihlava, Kraj Vysočina, 586 01, Česko",15.54844,Hosov,,
Severozápad,50.59494,38.9,Orlen,,,cz,Česko,436 01,#009900,"2145, U Bílého sloupu, Horní Litvínov, Litvínov, okres Most, Ústecký kraj, Severozápad, 436 01, Česko",13.60614,Horní Litvínov,před 4 dny,
