state,lat,p,c,borough,city,country_code,country,postcode,col,display_name,lng,suburb,d,city_district
Severovýchod,49.84931,0.0,ROBIN OIL,,,cz,Česko,539 73,black,"Družstevní, Skuteč, Štěpánov, Skuteč, okres Chrudim, Pardubický kraj, Severovýchod, 539 73, Česko",15.99276,Skuteč,,
,48.85394,0.0,Unicorn,,,cz,Česko,671 82,black,"Eurobit Dobšice, 53, Dobšice u Znojma, Dobšice, okres Znojmo, Jihomoravský kraj, 671 82, Česko",16.10943,Dobšice u Znojma,,
Střední Čechy,49.84173,0.0,Terminál oil,,,cz,Česko,268 01,black,"Na Cintlovce, Cintlovka, Tlustice, okres Beroun, Střední Čechy, 268 01, Česko",13.87634,Tlustice,,
,49.31847,0.0,Shell,,,cz,Česko,683 21,black,"Shell, D46, Pustiměřské Prusy, Pustiměř, okres Vyškov, Jihomoravský kraj, 683 21, Česko",17.03851,Pustiměř,,
,49.41872,33.9,TANK ONO,,,cz,Česko,344 01,#009900,"131, Újezd, okres Domažlice, Plzeňský kraj, 344 01, Česko",12.87421,,před 3 dny,
Severovýchod,50.55032,33.9,TANK ONO,,,cz,Česko,541 01,#009900,"ONO - Trutnov, Hradecká, Bojiště, Bojiště u Trutnova, Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 541 01, Česko",15.9072,Bojiště,Dnes,
Střední Čechy,50.2007,0.0,HERST,,,cz,Česko,250 63,black,"Herst, Kostelecká, Mratín, okres Praha-východ, Střední Čechy, 250 63, Česko",14.54622,Mratín,,
Severozápad,50.7875,0.0,VELTA Free Shop,,,cz,Česko,403 37,black,"579, Petrovice, okres Ústí nad Labem, Ústecký kraj, Severozápad, 403 37, Česko",13.9775,,,
Severozápad,50.4523,0.0,HERST,,,cz,Česko,430 01,black,"5491, Pražská, Chomutov I, Chomutov, okres Chomutov, Ústecký kraj, Severozápad, 430 01, Česko",13.42645,Chomutov I,,
,48.91096,0.0,RobinOil,,,cz,Česko,384 51,black,"39, Volary, okres Prachatice, 384 51, Česko",13.88116,Volary,,
Střední Morava,49.30126,0.0,RoBiN OIL,,,cz,Česko,767 01,black,"1345/62a, Kojetínská, Kroměříž, okres Kroměříž, Zlínský kraj, Střední Morava, 767 01, Česko",17.38563,Kroměříž,,
Střední Čechy,49.6952,0.0,OMV,,,cz,Česko,261 01,black,"OMV, Evropská, Příbram I, Příbram, okres Příbram, Střední Čechy, 261 01, Česko",14.00688,Příbram I,,
Střední Čechy,49.82167,0.0,WARMAN,,,cz,Česko,252 08,black,"390, Slapy, okres Praha-západ, Střední Čechy, 252 08, Česko",14.38582,,,
Prešovský kraj,49.30931,0.0,Slovnaft,,,sk,Slovensko,064 01,black,"Slovnaft, Popradská, Stará Ľubovňa, okres Stará Ľubovňa, Prešovský kraj, 064 01, Slovensko",20.67959,,,
,49.18439,0.0,Eurobit,,,cz,Česko,664 03,black,"399, Podolí, okres Brno-venkov, Jihomoravský kraj, 664 03, Česko",16.70161,,,
Praha,50.06857,37.5,RoBiN OIL,,Hlavní město Praha,cz,Česko,150 06,#009900,"Plzeňská, Motol, Praha, obvod Praha 5, Hlavní město Praha, Praha, 150 06, Česko",14.35301,Motol,Dnes,obvod Praha 5
Moravskoslezsko,49.93366,0.0,Eurobit,,,cz,Česko,746 01,black,"2760/38, Těšínská, Předměstí, Opava-Předměstí, Opava, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 746 01, Česko",17.9168,Předměstí,,
,49.64368,0.0,F1,,,cz,Česko,348 07,black,"Hraniční přechod Rozvadov – Waidhaus, D5, Střeble, Rozvadov, okres Tachov, Plzeňský kraj, 348 07, Česko",12.52849,Střeble,,
,49.75152,0.0,MOL,,,cz,Česko,349 01,black,"MOL, Stříbro, Plzeňská, Stříbro, okres Tachov, Plzeňský kraj, 349 01, Česko",12.99909,Stříbro,,
Severozápad,50.08691,0.0,MOL,,,cz,Česko,,black,"MOL, Pomezí směr D, 6, Pomezí nad Ohří, okres Cheb, Karlovarský kraj, Severozápad, Česko",12.26537,Pomezí nad Ohří,,
Střední Morava,49.4389,0.0,Eurobit,,,cz,Česko,750 02,black,"Unicorn, 9. května, Jižní čtvrť, Přerov, Újezdec, Přerov, okres Přerov, Olomoucký kraj, Střední Morava, 750 02, Česko",17.45777,Přerov,,
Střední Čechy,50.43201,0.0,TANK ONO,,,cz,Česko,294 05,black,"16, Martinovice, Sukorady u Mladé Boleslavi, Sukorady, okres Mladá Boleslav, Střední Čechy, 294 05, Česko",15.04192,Sukorady u Mladé Boleslavi,,
Střední Čechy,50.04704,0.0,KM-PRONA,,,cz,Česko,280 02,black,"53, Vrbčany, okres Kolín, Střední Čechy, 280 02, Česko",14.99605,,,
Moravskoslezsko,49.83497,34.5,KM-PRONA,,Ostrava,cz,Česko,709 00,#009900,"Grmelova, Mariánské Hory, Ostrava, okres Ostrava-město, Moravskoslezský kraj, Moravskoslezsko, 709 00, Česko",18.24975,Mariánské Hory,před 4 dny,
Nitriansky kraj,48.08784,0.0,Slovnaft,,,sk,Slovensko,942 01,black,"1168/57, Nitrianska, Šurany, okres Nové Zámky, Nitriansky kraj, Západné Slovensko, 942 01, Slovensko",18.16534,,,
Hessen,50.6784,0.0,Aral,,,de,Deutschland,35745,black,"Aral, 26, Westerwaldstraße, Hintertal, Herborn, Lahn-Dill-Kreis, Hessen, 35745, Deutschland",8.30138,,,
Praha,50.06143,0.0,MOL,,Hlavní město Praha,cz,Česko,101 38,black,"Fresh Corner, Nad Vršovskou horou, Michle, Praha, obvod Praha 10, Hlavní město Praha, Praha, 101 38, Česko",14.47142,Michle,,obvod Praha 10
Severozápad,50.61094,0.0,EuroOil,,,cz,Česko,419 01,black,"1481, Teplická, Duchcov, okres Teplice, Ústecký kraj, Severozápad, 419 01, Česko",13.75067,Duchcov,,
Severozápad,50.21547,40.2,F1,,,cz,Česko,352 01,#999900,"F1 Gas, Selbská, Aš, okres Cheb, Karlovarský kraj, Severozápad, 352 01, Česko",12.17094,Aš,před 7 dny,
Jihovýchod,49.09558,0.0,BENTEL,,,cz,Česko,664 59,black,"Bentel, Draha, Telnice u Brna, Telnice, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 664 59, Česko",16.71582,Telnice u Brna,,
Střední Morava,49.02252,0.0,TEMPEX,,,cz,Česko,688 01,black,"2366, Vazová, Uherský Brod, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 688 01, Česko",17.63775,Uherský Brod,,
Jihovýchod,49.18409,0.0,Shell,,,cz,Česko,665 01,black,"Shell, Zastávecká, Rosice u Brna, Rosice, okres Brno-venkov, Jihomoravský kraj, Jihovýchod, 665 01, Česko",16.37162,Rosice u Brna,,
Praha,50.09064,36.9,AUTO Jarov,,Hlavní město Praha,cz,Česko,130 00,#009900,"2539/5, Osiková, Žižkov, Praha, obvod Praha 3, Hlavní město Praha, Praha, 130 00, Česko",14.49837,Žižkov,Včera,obvod Praha 3
Severozápad,50.72784,0.0,Fill,,,cz,Česko,415 01,black,"315, Cínovec, Dubí, okres Teplice, Ústecký kraj, Severozápad, 415 01, Česko",13.76608,,,
Severovýchod,50.56496,0.0,Benzina,,,cz,Česko,541 01,black,"Benzina - Trutnov, Polská, Polská, Dolní Předměstí, Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 541 01, Česko",15.92321,Dolní Předměstí,,
Jihovýchod,48.80555,0.0,Shell,,,cz,Česko,692 01,black,"ev.69, K Vápence, Mikulov na Moravě, Mikulov, okres Břeclav, Jihomoravský kraj, Jihovýchod, 692 01, Česko",16.62596,Mikulov na Moravě,,
Sachsen,50.96915,0.0,STAR,,,de,Deutschland,01855,black,"2, Hohnsteiner Straße, Hainersdorf, Sebnitz, Sächsische Schweiz-Osterzgebirge, Sachsen, 01855, Deutschland",14.25172,Hainersdorf,,
Severozápad,50.78645,0.0,PHM Travel Free,,,cz,Česko,403 37,black,"248, Petrovice u Chabařovic, Petrovice, okres Ústí nad Labem, Ústecký kraj, Severozápad, 403 37, Česko",13.9787,Petrovice u Chabařovic,,
Košický kraj,48.69833,0.0,Slovnaft,,Košice,sk,Slovensko,040 11,black,"Slovnaft, Moldavská cesta, Terasa, Košice - mestská časť Západ, okres Košice II, Košice, Košický kraj, Východné Slovensko, 040 11, Slovensko",21.23654,Košice - mestská časť Západ,,okres Košice II
,49.31558,0.0,RoBiN OIL,,,cz,Česko,397 11,black,"Senza Area, Táborská, Vnitřní Město, Písek, okres Písek, 397 11, Česko",14.1643,Vnitřní Město,,
Severovýchod,50.20874,36.9,KM-PRONA,,,cz,Česko,517 01,#009900,"602, Dobrušská, Solnice, okres Rychnov nad Kněžnou, Královéhradecký kraj, Severovýchod, 517 01, Česko",16.23478,Solnice,před 6 dny,
Střední Morava,49.10591,37.9,Bílovice,,,cz,Česko,687 12,#009900,"608, Bílovice, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 687 12, Česko",17.55784,,Dnes,
,49.1724,0.0,MK Oil,,,cz,Česko,387 01,black,"Nádražní, Volyně, okres Strakonice, 387 01, Česko",13.89338,Volyně,,
Bratislavský kraj,48.21162,0.0,Metro,,Bratislava,sk,Slovensko,841 07,black,"Metro, Na sútoku, Nový dvor, Bratislava, okres Bratislava IV, Bratislava, Bratislavský kraj, 841 07, Slovensko",17.01434,Bratislava,,okres Bratislava IV
,49.71225,0.0,EuroOil,,,cz,Česko,583 01,black,"1673, Havlíčkova, Chotěboř, okres Havlíčkův Brod, Kraj Vysočina, 583 01, Česko",15.66221,Chotěboř,,
Severozápad,50.16297,33.9,TANK ONO,,,cz,Česko,351 32,#009900,"ONO, 21, Vojtanov, okres Cheb, Karlovarský kraj, Severozápad, 351 32, Česko",12.31832,Vojtanov,Dnes,
Střední Čechy,50.43449,38.8,Tank oil,,,cz,Česko,293 06,#999900,"17. listopadu, Mladá Boleslav II, Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, 293 06, Česko",14.91322,Mladá Boleslav II,před 7 dny,
,49.82433,36.9,Protego s r.o. Koloc Oil,,,cz,Česko,338 08,#009900,"29, Kařez, okres Rokycany, Plzeňský kraj, 338 08, Česko",13.78313,,Dnes,
Severozápad,50.36288,0.0,Pas oil,,,cz,Česko,362 51,black,"1058, třída Dukelských hrdinů, Jáchymov, Nové Město, Jáchymov, okres Karlovy Vary, Karlovarský kraj, Severozápad, 362 51, Česko",12.92767,Jáchymov,,
Severozápad,49.96463,0.0,MOL,,,cz,Česko,353 01,black,"666/20b, Chebská, Úšovice, Mariánské Lázně, okres Cheb, Karlovarský kraj, Severozápad, 353 01, Česko",12.69385,Úšovice,,
Jihovýchod,49.62823,0.0,GORIVO,,,cz,Česko,592 21,black,"CS Gorivo, 37, Škrdlovice, okres Žďár nad Sázavou, Kraj Vysočina, Jihovýchod, 592 21, Česko",15.92697,Škrdlovice,,
Severozápad,50.91824,35.9,Koloc Oil - Protego s.r.o. ,,,cz,Česko,470 47,#009900,"Koloc Oil, 5. května, Varnsdorf, okres Děčín, Ústecký kraj, Severozápad, 470 47, Česko",14.60637,Varnsdorf,Včera,
Prešovský kraj,49.19024,0.0,Slovnaft,,,sk,Slovensko,091 12,black,"Slovnaft, Hviezdoslavova, Sitník, Stropkov, okres Stropkov, Prešovský kraj, 091 12, Slovensko",21.65778,Sitník,,
Moravskoslezsko,49.9614,0.0,DZ OIL,,,cz,Česko,795 01,black,"371/19a, Potočná, Stará Ves u Rýmařova, Stará Ves, okres Bruntál, Moravskoslezský kraj, Moravskoslezsko, 795 01, Česko",17.22876,Stará Ves u Rýmařova,,
Severovýchod,50.74793,36.5,KM-PRONA,,Liberec,cz,Česko,460 06,#999999,"KM-Prona, Liberec, Vratislavická, Stará Rochlická, Rochlice, Rochlice u Liberce, Liberec, okres Liberec, Liberecký kraj, Severovýchod, 460 06, Česko",15.06982,Rochlice,před 10 dny,
Severovýchod,50.34283,0.0,Orlen,,,cz,Česko,551 01,black,"ORLEN, 761, Hradecká, Pražské Předměstí, Jaroměř, okres Náchod, Královéhradecký kraj, Severovýchod, 551 01, Česko",15.90453,Pražské Předměstí,,
Severozápad,50.36224,0.0,MWD,,,cz,Česko,440 01,black,"2980, Říční, Louny, okres Louny, Ústecký kraj, Severozápad, 440 01, Česko",13.81319,Louny,,
Severovýchod,50.73332,36.9,Vendys Petrol,,,cz,Česko,466 02,#999900,"5265/150a, Podhorská, Jablonecké Paseky, Jablonec nad Nisou, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 466 02, Česko",15.18795,Jablonecké Paseky,před 8 dny,
Praha,50.01963,0.0,ONE1,,Hlavní město Praha,cz,Česko,154 00,black,"One1, K Barrandovu, Slivenec, Praha, obvod Praha 5, Hlavní město Praha, Praha, 154 00, Česko",14.34762,Slivenec,,obvod Praha 5
Střední Morava,49.95395,0.0,Orlen,,,cz,Česko,787 01,black,"Benzina - Šumperk, Autocvičiště, Šumperk, okres Šumperk, Olomoucký kraj, Střední Morava, 787 01, Česko",16.96118,Šumperk,,
,49.86371,0.0,LS Přimda - čerpací stanice ,,,cz,Česko,348 15,black,"Lesní společnost Přimda, 21;198;201;230, Planá u Mariánských Lázní, Planá, okres Tachov, Plzeňský kraj, 348 15, Česko",12.73494,Planá u Mariánských Lázní,,
Severozápad,50.99143,0.0,TixExpress,,,cz,Česko,407 80,black,"26510, Vilémov u Šluknova, Dolina, Vilémov, okres Děčín, Ústecký kraj, Severozápad, 407 80, Česko",14.33329,Vilémov u Šluknova,,
Severozápad,50.3523,0.0,F1,,,cz,Česko,358 01,black,"5, Hraničná, Kraslice, okres Sokolov, Karlovarský kraj, Severozápad, 358 01, Česko",12.47117,Hraničná,,
,49.24877,0.0,SILMET,,,cz,Česko,664 02,black,"Pastýřky, Ochoz u Brna, okres Brno-venkov, Jihomoravský kraj, 664 02, Česko",16.72938,Ochoz u Brna,,
Severovýchod,50.76255,0.0,MOL,,,cz,Česko,468 61,black,"MOL, Desná, Krkonošská, Dolní Polubný, Desná III, Desná, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 468 61, Česko",15.32021,Desná III,,
Trenčiansky kraj,48.89386,0.0,Lukoil,,Trenčín,sk,Slovensko,911 01,black,"439/118, Gen. M. R. Štefánika, Trenčín, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 911 01, Slovensko",18.06178,,,
Severozápad,50.08381,0.0,Shell,,,cz,Česko,350 02,black,"2373/9, Ašská, Cheb, okres Cheb, Karlovarský kraj, Severozápad, 350 02, Česko",12.37031,Cheb,,
,48.91108,0.0,RoBiN OIL,,,cz,Česko,384 51,black,"RoBiN OIL Volary, 39, Volary, okres Prachatice, 384 51, Česko",13.88139,Volary,,
Jihozápad,48.61679,0.0,EuroOil,,,cz,Česko,382 76,black,"163, Loučovice, okres Český Krumlov, Jihočeský kraj, Jihozápad, 382 76, Česko",14.25363,Loučovice,,
Severovýchod,50.3982,33.9,TANK ONO,,,cz,Česko,549 08,#009900,"Tank Ono - ČS Vysokov u Náchoda, 33, Vysokov, okres Náchod, Královéhradecký kraj, Severovýchod, 549 08, Česko",16.10605,Vysokov,před 6 dny,
Střední Čechy,50.00376,0.0,MOL,,,cz,Česko,252 43,black,"PKW, Čestlice, okres Praha-východ, Střední Čechy, 252 43, Česko",14.57057,Čestlice,,
Košický kraj,48.73113,0.0,Lukoil,,Košice,sk,Slovensko,040 22,black,"Slovnaft, 1201, Košice - mestská časť Dargovských hrdinov, okres Košice III, Košice, Košický kraj, Východné Slovensko, 040 22, Slovensko",21.29046,Košice - mestská časť Dargovských hrdinov,,okres Košice III
Střední Čechy,49.96426,0.0,CV Petrol,,,cz,Česko,252 41,black,"406, Zbraslavská, Dolní Břežany, okres Praha-západ, Střední Čechy, 252 41, Česko",14.45392,Dolní Břežany,,
,48.9246,0.0,Chemis,,,cz,Česko,691 22,black,"Chemis Pasohlávky sever, 52, Pasohlávky, Nová Ves, Pasohlávky, okres Brno-venkov, Jihomoravský kraj, 691 22, Česko",16.54733,Pasohlávky,,
Střední Morava,49.02371,0.0,Tempex,,,cz,Česko,688 01,black,"2446, Pod Valy, Uherský Brod, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 688 01, Česko",17.64021,Uherský Brod,,
Trenčiansky kraj,48.89433,0.0,Slovnaft,,Trenčín,sk,Slovensko,911 01,black,"7773/120A, Gen. M. R. Štefánika, Trenčín, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 911 01, Slovensko",18.06438,,,
,49.39529,33.9,TANK ONO,,Jihlava,cz,Česko,586 05,#009900,"Tank Ono - ČS Jihlava, Žižkova, Jihlava, okres Jihlava, Kraj Vysočina, 586 05, Česko",15.56842,Jihlava,Dnes,
Severozápad,50.45805,0.0,MOL,,,cz,Česko,430 03,black,"5362, Černovická, Chomutov I, Chomutov, okres Chomutov, Ústecký kraj, Severozápad, 430 03, Česko",13.39596,Chomutov I,,
Severozápad,50.2272,0.0,KM-PRONA,,,cz,Česko,357 35,#999999,"KM-Prona, Chodov u Sokolova, 1071, Horní, Dolní Chodov, Chodov, okres Sokolov, Karlovarský kraj, Severozápad, 357 35, Česko",12.74538,Dolní Chodov,před 10 dny,
,49.72208,0.0,EuroOil,,Plzeň,cz,Česko,326 00,black,"Skladová, Světovar, Hradiště u Plzně, Plzeň 2-Slovany, Plzeň, okres Plzeň-město, Plzeňský kraj, 326 00, Česko",13.41215,Hradiště u Plzně,,Plzeň 2-Slovany
Severovýchod,49.62127,35.5,CarGas,,,cz,Česko,569 04,#009900,"9, Moravská Chrastová, Brněnec, okres Svitavy, Pardubický kraj, Severovýchod, 569 04, Česko",16.5283,,před 3 dny,
Severovýchod,50.68188,0.0,KM-PRONA,,,cz,Česko,470 06,black,"KM-Prona, Česká Lípa - Liberecká ulice, U Ploučnice, Stará Lípa, Česká Lípa, okres Česká Lípa, Liberecký kraj, Severovýchod, 470 06, Česko",14.56414,Stará Lípa,,
Severozápad,50.98249,36.5,PASOIL,,,cz,Česko,407 82,#999900,"Pasoil, Vilémovská, Dolní Poustevna, okres Děčín, Ústecký kraj, Severozápad, 407 82, Česko",14.29785,Dolní Poustevna,před 7 dny,
Tirol,47.53274,0.0,SHELL,,,at,Österreich,6380,black,"Shell, Niederhofen, Sankt Johann in Tirol, Bezirk Kitzbühel, Tirol, 6380, Österreich",12.43721,,,
Severovýchod,50.58686,36.9,RoBiN OIL,,,cz,Česko,541 02,#009900,"RoBiN OIL s.r.o., Krkonošská, Horní Staré Město, Trutnov, okres Trutnov, Královéhradecký kraj, Severovýchod, 541 02, Česko",15.87859,Horní Staré Město,před 5 dny,
Severozápad,50.35033,0.0,F1 (Top Tank),,,cz,Česko,,black,"Free1 GAS Kraslice CZK, Hraničná, Kraslice, okres Sokolov, Karlovarský kraj, Severozápad, Česko",12.47505,Hraničná,,
Banskobystrický kraj,48.7479,0.0,SLOVNAFT,,Banská Bystrica,sk,Slovensko,974 11,black,"6455/66, Rudlovská cesta, Rudlová, Sásová, Banská Bystrica, okres Banská Bystrica, Banskobystrický kraj, Stredné Slovensko, 974 11, Slovensko",19.15728,Sásová,,
Střední Čechy,50.03878,0.0,Srkal,,,cz,Česko,281 26,black,"106, Lžovice, Týnec nad Labem, okres Kolín, Střední Čechy, 281 26, Česko",15.34618,Lžovice,,
Střední Čechy,49.63844,0.0,SILMET,,,cz,Česko,262 31,black,"Silmet, 604, Milín, Buk, Milín, okres Příbram, Střední Čechy, 262 31, Česko",14.04917,Milín,,
,49.63835,0.0,Bexon,,,cz,Česko,332 05,black,"20, Chválenice, Želčany, Chválenice, okres Plzeň-město, Plzeňský kraj, 332 05, Česko",13.4775,Chválenice,,
,48.7358,0.0,LAD OiL - Čepro a.s.,,,cz,Česko,671 69,black,"415, Hevlín, okres Znojmo, Jihomoravský kraj, 671 69, Česko",16.3832,Hevlín,,
Praha,50.12018,0.0,Shell,,Hlavní město Praha,cz,Česko,191 00,black,"Shell, Prosecká, Prosek, Praha, obvod Praha 9, Hlavní město Praha, Praha, 191 00, Česko",14.50285,Prosek,,obvod Praha 9
Střední Čechy,50.01555,0.0,MOL,,,cz,Česko,280 02,black,"901, Havlíčkova, Kolín IV, Kolín, Šťáralka, Kolín, okres Kolín, Střední Čechy, 280 02, Česko",15.22077,Kolín IV,,
Severozápad,50.24124,0.0,Shell,,Karlovy Vary,cz,Česko,360 04,black,"Shell, Jáchymovská, Bohatice, Karlovy Vary, okres Karlovy Vary, Karlovarský kraj, Severozápad, 360 04, Česko",12.87211,Bohatice,,
Praha,50.11812,0.0,KM-PRONA,,Hlavní město Praha,cz,Česko,193 00,black,"2500/250, Náchodská, Horní Počernice, Praha, obvod Praha 9, Hlavní město Praha, Praha, 193 00, Česko",14.63641,Horní Počernice,,obvod Praha 9
Střední Čechy,49.90984,0.0,MARHO,,,cz,Česko,251 66,black,"Hlavní, Mirošovice u Říčan, Mirošovice, okres Praha-východ, Střední Čechy, 251 66, Česko",14.70696,Mirošovice u Říčan,,
Jihovýchod,49.15049,0.0,OMV,,,cz,Česko,684 01,black,"50, Slavkov u Brna, okres Vyškov, Jihomoravský kraj, Jihovýchod, 684 01, Česko",16.86642,Slavkov u Brna,,
Žilinský kraj,49.44868,0.0,OMV,,,sk,Slovensko,022 01,black,"2827/10, Jesenského, Čadečka, Jurošovci, Čadca, okres Čadca, Žilinský kraj, Stredné Slovensko, 022 01, Slovensko",18.78076,,,
Jihozápad,49.75785,43.5,Shell,,,cz,Česko,337 01,#009900,"Shell Czech Republic a.s., D5, Střed, Borek u Rokycan, Rokycany, okres Rokycany, Plzeňský kraj, Jihozápad, 337 01, Česko",13.61741,Střed,Dnes,
Praha,50.10199,37.9,RoBiN OIL,,Hlavní město Praha,cz,Česko,190 00,#009900,"1057/20, Českomoravská, Vysočany, Praha, obvod Praha 9, Hlavní město Praha, Praha, 190 00, Česko",14.49877,Vysočany,před 4 dny,obvod Praha 9
Banskobystrický kraj,48.71243,0.0,LukOil,,Banská Bystrica,sk,Slovensko,974 05,black,"Sládkovičova, Radvaň, Kráľová, Banská Bystrica, okres Banská Bystrica, Banskobystrický kraj, Stredné Slovensko, 974 05, Slovensko",19.13288,Radvaň,,
Střední Čechy,50.40492,0.0,KM-PRONA,,,cz,Česko,293 01,black,"311, Nádražní, Čejetičky, Čejetice u Mladé Boleslavi, Mladá Boleslav, okres Mladá Boleslav, Střední Čechy, 293 01, Česko",14.89354,Čejetičky,,
,49.29276,33.9,TANK ONO,,,cz,Česko,387 51,#009900,"139, Kbelnice, Přešťovice, okres Strakonice, 387 51, Česko",13.98265,,Dnes,
,49.23211,0.0,AN Novotný,,,cz,Česko,375 03,black,"159, Malá Strana, Týn nad Vltavou, okres České Budějovice, 375 03, Česko",14.42789,Malá Strana,,
Moravskoslezsko,49.90515,0.0,EuroOil,,,cz,Česko,711 00,black,"Odpočívka Antošovice - směr Česko, D1, Šilheřovice, okres Opava, Moravskoslezský kraj, Moravskoslezsko, 711 00, Česko",18.30769,Šilheřovice,,
Střední Morava,49.03707,0.0,Jan Hruboš,,,cz,Česko,687 33,black,"219, Veletiny, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 687 33, Česko",17.55661,,,
Prešovský kraj,49.01115,0.0,Lukoil,,,sk,Slovensko,080 06,black,"Bardejovská, Šarišské Lúky, Ľubotice, okres Prešov, Prešovský kraj, 080 06, Slovensko",21.25846,Šarišské Lúky,,
Severovýchod,50.73648,36.5,RoBiN OIL,,,cz,Česko,468 51,#009900,"1349, Hlavní, Smržovka, okres Jablonec nad Nisou, Liberecký kraj, Severovýchod, 468 51, Česko",15.24848,Smržovka,Dnes,
,49.20744,0.0,Eurobit,,Brno,cz,Česko,628 00,black,"4301/19, Žarošická, Vinohrady, Židenice, Brno, okres Brno-město, Jihomoravský kraj, 628 00, Česko",16.66455,Vinohrady,,
Severozápad,50.35868,0.0,F1 gas,,,cz,Česko,362 36,black,"412, Karlovarská, Pernink, okres Karlovy Vary, Karlovarský kraj, Severozápad, 362 36, Česko",12.78951,Pernink,,
Bratislavský kraj,48.18827,0.0,Slovnaft,,Bratislava,sk,Slovensko,835 17,black,"Cesta na Senec, Trnávka, Bratislava, okres Bratislava II, Bratislava, Bratislavský kraj, 835 17, Slovensko",17.18036,Bratislava,,okres Bratislava II
województwo śląskie,50.09097,0.0,Auchan,,,pl,Polska,47-400,black,"Obora, Ostróg, Racibórz, powiat raciborski, województwo śląskie, 47-400, Polska",18.25736,,,Ostróg
Oberösterreich,47.83689,0.0,OMV,,,at,Österreich,5310,black,"Raststation Mondsee, Warte am See, Loibichl, Innerschwand am Mondsee, Bezirk Vöcklabruck, Oberösterreich, 5310, Österreich",13.39458,,,
Praha,50.04378,0.0,MOL,,Hlavní město Praha,cz,Česko,140 02,black,"Olbrachtova, Zelená Liška, Krč, Praha, obvod Praha 4, Hlavní město Praha, Praha, 140 02, Česko",14.4403,Krč,,obvod Praha 4
Jihovýchod,49.43868,0.0,MOL,,,cz,Česko,393 01,black,"Pražská, Pelhřimov, Starý Pelhřimov, Pelhřimov, okres Pelhřimov, Kraj Vysočina, Jihovýchod, 393 01, Česko",15.21269,Pelhřimov,,
Severozápad,50.46214,0.0,MOL,,,cz,Česko,430 01,black,"5411, Lipská, Chomutov I, Chomutov, okres Chomutov, Ústecký kraj, Severozápad, 430 01, Česko",13.40717,Chomutov I,,
Severozápad,50.94929,0.0,ARMEX OIL,,,cz,Česko,408 01,black,"141, Rumburk 2-Horní Jindřichov, Horní Jindřichov, Rumburk, okres Děčín, Ústecký kraj, Severozápad, 408 01, Česko",14.58135,Horní Jindřichov,,
Košický kraj,48.7065,0.0,Slovnaft,,Košice,sk,Slovensko,040 01,black,"Slovnaft, Jantárová, Južné Mesto, Košice - mestská časť Juh, okres Košice IV, Košice, Košický kraj, Východné Slovensko, 040 01, Slovensko",21.2663,Košice - mestská časť Juh,,okres Košice IV
,49.71415,33.9,TANK ONO,,,cz,Česko,330 23,#009900,"Blatnice u Nýřan, Blatnice, okres Plzeň-sever, Plzeňský kraj, 330 23, Česko",13.18321,Blatnice u Nýřan,Dnes,
Střední Morava,49.00355,0.0,SubOil Hungas,,,cz,Česko,688 01,black,"2713, Nivnická, Uherský Brod, okres Uherské Hradiště, Zlínský kraj, Střední Morava, 688 01, Česko",17.64837,Uherský Brod,,
Střední Morava,49.22999,0.0,RoBiN OIL,,,cz,Česko,765 02,black,"RoBiN OIL Tlumačov, Skály, Tlumačov na Moravě, Tlumačov, okres Zlín, Zlínský kraj, Střední Morava, 765 02, Česko",17.52045,Tlumačov na Moravě,,
Jihovýchod,49.05697,0.0,Orlen ,,,cz,Česko,676 02,black,"Stop Cafe, 1039, Pražská, Moravské Budějovice, okres Třebíč, Kraj Vysočina, Jihovýchod, 676 02, Česko",15.80393,Moravské Budějovice,,
,49.36198,33.9,TANK ONO,,,cz,Česko,391 11,#009900,"733, ČSLA, Planá nad Lužnicí, Lhota Samoty, Planá nad Lužnicí, okres Tábor, 391 11, Česko",14.69985,Planá nad Lužnicí,Dnes,
Trenčiansky kraj,48.79151,0.0,REAL-K,,,sk,Slovensko,913 24,black,"RealK, 243, Svinná, okres Trenčín, Trenčiansky kraj, Západné Slovensko, 913 24, Slovensko",18.15527,,,
Severovýchod,49.92032,38.9,AVIA,,,cz,Česko,563 01,#009900,"1007, Králická, Žichlínské Předměstí, Lanškroun, okres Ústí nad Orlicí, Pardubický kraj, Severovýchod, 563 01, Česko",16.62311,Žichlínské Předměstí,před 5 dny,
,49.2683,0.0,RoBiN OIL,,,cz,Česko,386 01,black,"407, Písecká, Strakonice I, Strakonice, okres Strakonice, 386 01, Česko",13.91665,Strakonice I,,
